,Unnamed: 0,100,200,300,400,500,600,700,800,900,1000
0,Human,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Hannanum,0.82,0.845,0.8370000000000001,0.83,0.852,0.847,0.841,0.8490000000000001,0.838,0.8420000000000001
2,Khaiii,3.33,3.38,3.4,3.4019999999999997,3.388,3.375,3.367,3.3819999999999997,3.373,3.3680000000000003
3,Kiwi,3.31,3.35,3.36,3.342,3.342,3.325,3.32,3.332,3.319,3.3110000000000004
4,Kkma,2.9,2.825,2.7769999999999997,2.758,2.736,2.727,2.7030000000000003,2.6889999999999996,2.688,2.6919999999999997
5,Komoran,2.75,2.825,2.803,2.73,2.742,2.762,2.727,2.7319999999999998,2.719,2.7119999999999997
6,Mecab,2.28,2.335,2.353,2.322,2.334,2.323,2.303,2.311,2.298,2.303
7,None,0.06,0.045,0.05,0.055,0.06,0.067,0.061,0.066,0.066,0.062
8,Okt,1.36,1.365,1.3530000000000002,1.335,1.31,1.315,1.3090000000000002,1.3259999999999998,1.3230000000000002,1.324
9,Spm,3.4,3.485,3.4930000000000003,3.475,3.478,3.472,3.487,3.498,3.4930000000000003,3.5
10,Jamo,2.29,2.235,2.207,2.228,2.252,2.265,2.283,2.256,2.271,2.271
11,Character,2.64,2.64,2.66,2.662,2.654,2.638,2.639,2.636,2.6289999999999996,2.6319999999999997
12,Time,2.5735790729522705,2.558323383331299,2.5286102294921875,2.53040099143982,2.5227532386779785,2.5569446086883545,2.558602094650269,2.559170722961426,2.5668482780456543,2.558504581451416
