,Unnamed: 0,100,200,300,400,500,600,700,800,900,1000
0,Human,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Hannanum,0.67,0.64,0.65,0.6579999999999999,0.662,0.6829999999999999,0.6729999999999999,0.68,0.684,0.6990000000000001
2,Khaiii,3.64,3.655,3.6830000000000003,3.675,3.676,3.682,3.6639999999999997,3.658,3.6630000000000003,3.668
3,Kiwi,4.05,4.09,4.073,4.037,4.044,4.062,4.051,4.05,4.044,4.039
4,Kkma,4.5,4.505,4.54,4.538,4.512,4.503,4.503,4.495,4.4910000000000005,4.48
5,Komoran,3.84,3.81,3.807,3.79,3.782,3.793,3.781,3.781,3.779,3.7769999999999997
6,Mecab,3.34,3.33,3.333,3.302,3.3,3.31,3.2939999999999996,3.302,3.3110000000000004,3.305
7,None,0.23,0.235,0.23,0.212,0.2,0.2,0.204,0.205,0.21100000000000002,0.213
8,Okt,1.81,1.815,1.827,1.8119999999999998,1.8259999999999998,1.835,1.8159999999999998,1.8159999999999998,1.82,1.818
9,Spm,4.24,4.24,4.247,4.228,4.2219999999999995,4.202,4.2010000000000005,4.206,4.207,4.203
10,Jamo,1.02,1.035,1.0270000000000001,1.068,1.072,1.068,1.0759999999999998,1.072,1.06,1.0590000000000002
11,Character,3.14,3.055,3.077,3.082,3.082,3.073,3.0860000000000003,3.085,3.0789999999999997,3.08
12,Time,7.598594665527344,7.5831139087677,7.573058128356934,7.5725533962249765,7.562745332717895,7.5848145484924325,7.561990976333617,7.582608222961426,7.555957555770874,7.584604263305664
