,Unnamed: 0,100,200,300,400,500,600,700,800,900,1000
0,Human,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Jamo,0.92,1.0,1.033,1.06,1.072,1.078,1.077,1.054,1.056,1.053
2,Character,0.23,0.31,0.37,0.408,0.414,0.42700000000000005,0.42,0.41,0.419,0.42100000000000004
3,Hannanum,2.09,2.105,2.12,2.122,2.166,2.1919999999999997,2.1959999999999997,2.221,2.208,2.221
4,Khaiii,0.39,0.39,0.387,0.392,0.4,0.40700000000000003,0.401,0.409,0.4,0.392
5,Kiwi,1.71,1.74,1.7469999999999999,1.7619999999999998,1.774,1.8019999999999998,1.774,1.784,1.7719999999999998,1.7630000000000001
6,Kkma,0.97,1.045,1.01,1.06,1.084,1.1,1.084,1.0759999999999998,1.073,1.061
7,Komoran,0.64,0.615,0.637,0.655,0.67,0.6579999999999999,0.66,0.6579999999999999,0.6409999999999999,0.623
8,Mecab,0.8,0.795,0.727,0.75,0.774,0.777,0.759,0.754,0.75,0.736
9,None,4.26,4.265,4.25,4.225,4.24,4.25,4.249,4.249,4.246,4.24
10,Okt,1.94,1.935,1.9569999999999999,1.875,1.8659999999999999,1.8319999999999999,1.8330000000000002,1.819,1.829,1.824
11,Spm,1.23,1.215,1.213,1.208,1.2,1.2,1.17,1.151,1.153,1.1640000000000001
12,Time,1.285604476928711,1.306893825531006,1.299192190170288,1.300297498703003,1.2858660221099854,1.299804925918579,1.29642915725708,1.2983012199401855,1.301548719406128,1.3028242588043213
