,Unnamed: 0,100,200,300,400,500,600,700,800,900,1000
0,Human,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Hannanum,1.55,1.585,1.59,1.58,1.58,1.6030000000000002,1.6230000000000002,1.6340000000000001,1.6269999999999998,1.625
2,Khaiii,3.63,3.605,3.66,3.705,3.718,3.717,3.733,3.738,3.7310000000000003,3.725
3,Kiwi,4.39,4.44,4.45,4.442,4.456,4.465,4.481,4.485,4.481,4.482
4,Kkma,3.69,3.76,3.79,3.838,3.8360000000000003,3.85,3.839,3.8289999999999997,3.843,3.8539999999999996
5,Komoran,3.39,3.38,3.397,3.43,3.4160000000000004,3.398,3.3930000000000002,3.3789999999999996,3.3789999999999996,3.385
6,Mecab,4.68,4.66,4.687,4.672,4.6819999999999995,4.688,4.678999999999999,4.6819999999999995,4.68,4.666
7,None,0.45,0.425,0.48,0.465,0.46,0.47700000000000004,0.503,0.498,0.491,0.49200000000000005
8,Okt,2.93,2.875,2.873,2.85,2.8539999999999996,2.863,2.864,2.865,2.866,2.865
9,Spm,3.48,3.46,3.51,3.49,3.472,3.458,3.446,3.4419999999999997,3.448,3.44
10,Jamo,0.83,0.85,0.8,0.845,0.85,0.852,0.836,0.83,0.8490000000000001,0.851
11,Character,2.02,2.055,2.0269999999999997,2.0,1.9980000000000002,1.9669999999999999,1.964,1.9680000000000002,1.952,1.9469999999999998
12,Time,6.282158613204956,6.313412666320801,6.30737566947937,6.31184983253479,6.29369044303894,6.3150079250335684,6.295140743255615,6.300713300704956,6.2014503479003915,6.281917810440064
