,Unnamed: 0,100,200,300,400,500,600,700,800,900,1000
0,Human,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Jamo,4.75,4.665,4.66,4.6819999999999995,4.716,4.695,4.689,4.695,4.709,4.7139999999999995
2,Character,0.64,0.685,0.627,0.642,0.65,0.662,0.654,0.6609999999999999,0.662,0.6559999999999999
3,Hannanum.nc3,3.6,3.64,3.633,3.628,3.634,3.653,3.66,3.665,3.6639999999999997,3.6839999999999997
4,Khaiii.nc3,1.27,1.265,1.2329999999999999,1.222,1.204,1.242,1.28,1.2790000000000001,1.2690000000000001,1.262
5,Kiwi.nc3,0.56,0.455,0.52,0.5379999999999999,0.506,0.493,0.493,0.47100000000000003,0.473,0.484
6,Kkma.nc3,3.51,3.415,3.417,3.4219999999999997,3.424,3.432,3.46,3.466,3.448,3.443
7,Komoran.nc3,1.22,1.2,1.207,1.202,1.198,1.218,1.234,1.224,1.2109999999999999,1.214
8,Mecab.nc3,1.34,1.37,1.35,1.36,1.3559999999999999,1.3719999999999999,1.341,1.351,1.35,1.358
9,None.nc3,2.5,2.65,2.5869999999999997,2.568,2.594,2.588,2.571,2.585,2.5839999999999996,2.585
10,Okt.nc3,1.13,1.2,1.173,1.222,1.264,1.242,1.2409999999999999,1.248,1.268,1.281
11,Spm.nc3,1.67,1.795,1.723,1.7280000000000002,1.732,1.75,1.733,1.746,1.742,1.7530000000000001
12,Time,12.82962965965271,12.814895391464233,15.925836324691772,12.803241491317749,12.864461421966553,12.661703109741213,12.66532301902771,12.848381757736206,12.873815536499025,16.43144726753235
