,Unnamed: 0,100,200,300,400,500,600,700,800,900,1000
0,Human,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Jamo,1.0,0.955,0.943,0.92,0.8640000000000001,0.865,0.857,0.8540000000000001,0.8690000000000001,0.867
2,Character,0.29,0.295,0.31,0.308,0.318,0.317,0.324,0.325,0.319,0.321
3,Hannanum.nc3,1.48,1.635,1.66,1.7,1.6880000000000002,1.662,1.659,1.656,1.661,1.665
4,Khaiii.nc3,0.27,0.295,0.273,0.258,0.26,0.253,0.266,0.266,0.259,0.259
5,Kiwi.nc3,0.07,0.065,0.07,0.068,0.068,0.062,0.069,0.068,0.068,0.066
6,Kkma.nc3,0.63,0.775,0.78,0.795,0.82,0.7929999999999999,0.8190000000000001,0.82,0.8059999999999999,0.815
7,Komoran.nc3,0.25,0.29,0.28,0.28,0.28600000000000003,0.292,0.29,0.29,0.287,0.28600000000000003
8,Mecab.nc3,0.58,0.59,0.6,0.58,0.586,0.5870000000000001,0.597,0.596,0.6,0.598
9,None.nc3,0.95,0.975,1.02,1.018,1.008,0.992,1.001,1.016,1.0090000000000001,1.016
10,Okt.nc3,0.91,0.905,0.883,0.898,0.9179999999999999,0.9,0.9009999999999999,0.894,0.884,0.875
11,Spm.nc3,0.8,0.735,0.727,0.705,0.722,0.732,0.747,0.7659999999999999,0.77,0.773
12,Time,2.522576093673706,2.527505397796631,2.5246379375457764,2.522324085235596,2.52869725227356,2.5258681774139404,2.523073434829712,2.5255331993103027,2.524631977081299,2.52634596824646
