,Unnamed: 0,100,200,300,400,500,600,700,800,900,1000
0,Human,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Jamo,3.46,3.52,3.5269999999999997,3.505,3.4939999999999998,3.4819999999999998,3.4810000000000003,3.498,3.5,3.5010000000000003
2,Character,0.82,0.835,0.84,0.835,0.8320000000000001,0.838,0.8390000000000001,0.835,0.8240000000000001,0.8340000000000001
3,Hannanum.nc3,1.12,1.26,1.297,1.308,1.318,1.3319999999999999,1.331,1.321,1.318,1.319
4,Khaiii.nc3,0.06,0.065,0.067,0.057999999999999996,0.06,0.068,0.063,0.06,0.06,0.055999999999999994
5,Kiwi.nc3,0.73,0.625,0.58,0.602,0.586,0.57,0.564,0.568,0.574,0.561
6,Kkma.nc3,0.46,0.45,0.503,0.488,0.488,0.47700000000000004,0.48,0.475,0.484,0.493
7,Komoran.nc3,0.0,0.0,0.006999999999999999,0.005,0.008,0.008,0.006999999999999999,0.006,0.006,0.005
8,Mecab.nc3,0.61,0.665,0.687,0.688,0.662,0.65,0.643,0.639,0.6409999999999999,0.65
9,None.nc3,2.98,2.965,2.923,2.9419999999999997,2.958,2.938,2.9360000000000004,2.9360000000000004,2.9210000000000003,2.927
10,Okt.nc3,1.84,1.865,1.92,1.93,1.9,1.9080000000000001,1.9269999999999998,1.9140000000000001,1.9409999999999998,1.959
11,Spm.nc3,0.6,0.62,0.62,0.642,0.622,0.623,0.63,0.616,0.612,0.612
12,Time,6.201740980148315,6.215309143066406,6.213019847869872,6.211235523223878,6.197033166885376,6.213624000549316,6.306877851486206,6.320294618606567,6.277846336364746,6.2772178649902335
