,Unnamed: 0,100,200,300,400,500,600,700,800,900,1000
0,Human,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Jamo,2.16,2.235,2.213,2.088,2.076,2.048,2.069,2.05,2.051,2.061
2,Character,0.5,0.52,0.513,0.498,0.49,0.467,0.45899999999999996,0.452,0.449,0.44799999999999995
3,Hannanum,4.44,4.525,4.46,4.47,4.4719999999999995,4.473,4.487,4.488,4.493,4.507
4,Khaiii,0.95,0.975,0.893,0.93,0.9620000000000001,0.9620000000000001,0.971,0.9740000000000001,0.976,0.978
5,Kiwi,0.29,0.26,0.243,0.255,0.268,0.275,0.261,0.268,0.266,0.267
6,Kkma,1.86,1.765,1.7,1.725,1.758,1.788,1.7730000000000001,1.7990000000000002,1.794,1.8
7,Komoran,0.92,0.82,0.75,0.792,0.802,0.83,0.831,0.851,0.87,0.868
8,Mecab,0.46,0.435,0.493,0.52,0.526,0.522,0.52,0.532,0.5379999999999999,0.529
9,None,5.92,5.935,5.91,5.912000000000001,5.917999999999999,5.917000000000001,5.92,5.9239999999999995,5.928,5.93
10,Okt,4.02,4.025,4.047,4.085,4.088,4.088,4.081,4.093999999999999,4.102,4.104
11,Spm,2.12,2.08,2.063,2.1180000000000003,2.104,2.1,2.083,2.076,2.053,2.052
12,Time,7.357411384582519,7.3804931640625,7.465219974517822,7.449796199798584,7.4579017162323,7.442964553833008,7.455569744110107,7.455569267272949,7.446659564971924,7.458182096481322
