,Unnamed: 0,100,200,300,400,500,600,700,800,900,1000
0,Human,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Jamo,0.82,0.765,0.7829999999999999,0.77,0.7759999999999999,0.768,0.74,0.742,0.74,0.728
2,Character,0.24,0.265,0.29,0.285,0.298,0.293,0.273,0.272,0.27399999999999997,0.275
3,Hannanum,5.49,5.49,5.47,5.468,5.456,5.4670000000000005,5.477,5.482,5.468999999999999,5.474
4,Khaiii,1.03,0.96,0.983,0.995,0.9640000000000001,0.9670000000000001,0.983,0.992,1.002,1.0070000000000001
5,Kiwi,0.5,0.49,0.54,0.532,0.514,0.52,0.537,0.5579999999999999,0.568,0.565
6,Kkma,2.77,2.79,2.75,2.758,2.728,2.7230000000000003,2.734,2.741,2.734,2.738
7,Komoran,1.72,1.775,1.757,1.74,1.7280000000000002,1.723,1.743,1.742,1.74,1.745
8,Mecab,0.48,0.49,0.483,0.498,0.504,0.507,0.513,0.515,0.521,0.525
9,None,5.11,5.09,5.103,5.1080000000000005,5.1,5.073,5.071000000000001,5.078,5.082,5.078
10,Okt,3.72,3.69,3.697,3.688,3.682,3.6719999999999997,3.677,3.682,3.679,3.678
11,Spm,1.29,1.335,1.3630000000000002,1.338,1.32,1.325,1.33,1.319,1.3119999999999998,1.32
12,Time,6.279573917388916,6.283248424530028,6.291602373123169,6.28798770904541,6.2913968563079825,6.29739785194397,6.308643102645874,6.290840148925781,6.299891710281372,6.286111116409303
